,source,label,key,term,IRI,Status,ERROR,,,,,,,,,,,
ray,Eisenmann,txI3 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,txM1 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,txM1 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,txM1 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,txM1 M7,,,,,,,,,,,,,,,,
ray,Eisenmann,txM1 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,txM1 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,txM2 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,txM2 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,txM2 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,txM2 M7,,,,,,,,,,,,,,,,
ray,Eisenmann,txM2 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,txM2 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,txM3 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,txM3 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,txM3 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,txM3 M7,,,,,,,,,,,,,,,,
ray,Eisenmann,txM3 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,txM3 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,txP2 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,txP2 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,txP2 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,txP2 M7,,,,,,,,,,,,,,,,
ray,Eisenmann,txP2 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,txP2 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,txP3 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,txP3 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,txP3 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,txP3 M7,,,,,,,,,,,,,,,,
ray,Eisenmann,txP3 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,txP3 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,txP4 M1,,,,,,,,,,,,,,,,
ray,Eisenmann,txP4 M3,,,,,,,,,,,,,,,,
ray,Eisenmann,txP4 M6,,,,,,,,,,,,,,,,
ray,Eisenmann,txP4 M7,,,,,,,,,,,,,,,,
ray,Eisenmann,txP4 M8,,,,,,,,,,,,,,,,
ray,Eisenmann,txP4 M9,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M1,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M2,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M3,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M4,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M5,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M6,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M7,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M8,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M9,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M10,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M11,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M12,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M13,,,,,,,,,,,,,,,,
ray,Eisenmann,mandible M14,,,,,,,,,,,,,,,,
ray,Eisenmann,humerus M4; hum M4,,humerus diaphysis depth,FOVT:0001040,in FOVT,,,,,,,,,,,,
ray,Eisenmann,femur M4,,femur diaphysis depth,FOVT:0001033,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M1; radius M1,,radius length,OBA:VT0004355,in OBA,,,,,,,,,,,,
ray,Eisenmann,radii M2; radius M2,,radius medial length,FOVT:0001123,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M3; radius M3,,radius diaphysis breadth,FOVT:0001125,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M4; radius M4,,radius diaphysis depth,FOVT:0001126,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M5; radius M5,,radius proximal articular breadth,FOVT:0001127,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M6; radius M6,,radius proximal articular depth,FOVT:0001128,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M7; radius M7,,radius proximal breadth,FOVT:0001129,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M8; radius M8,,radius distal articular breadth,FOVT:0001130,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M9; radius M9,,radius distal articular depth,FOVT:0001131,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M10; radius M10,,radius distal breadth,FOVT:0001132,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M11; radius M11,,radial condyle breadth,FOVT:0001161,in FOVT,,,,,,,,,,,,
ray,Eisenmann,radii M12; radius M12,,ulnar condyle breadth,FOVT:0001162,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ulna M1,,ulna length,OBA:VT0004370,in OBA,,,,,,,,,,,,
ray,Eisenmann,ulna M2,,olecranon length,FOVT:0001071,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ulna M3,,ulna proximal articular breadth,FOVT:0001072,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ulna M4,,olecranon depth,FOVT:0001074,in FOVT,,,,,,,,,,,,
ray,Eisenmann,ulna M5,,ulna depth across the process anaconaeus,FOVT:0001076,in FOVT,,,,,,,,,,,,
ray,Eisenmann,skull M1,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M2,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M3,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M4,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M5,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M6,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M7,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M8,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M9,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M10,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M11,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M12,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M13,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M14,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M15,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M16,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M17,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M18,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M19,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M20,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M21,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M22,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M23,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M24,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M25,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M26,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M27,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M28,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M29,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M30,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M31,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M32,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M33,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M34,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M35,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M36,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M37,,,,,,,,,,,,,,,,
ray,Eisenmann,skull M38,,,,,,,,,,,,,,,,
Reuter,,m1L,,lower secondary molar tooth 1 occlusal surface length,FOVT:0001178,in FOVT,,,,,,,,,,,,
Reuter,,m1W,,lower secondary molar tooth1 occlusal surface width,FOVT:0001171,in FOVT,,,,,,,,,,,,
Reuter,,m2L,,lower secondary molar tooth 2 occlusal surface length,FOVT:0001192,in FOVT,,,,,,,,,,,,
Reuter,,m2W,,lower secondary molar tooth 2 occlusal surface width,FOVT:0001185,in FOVT,,,,,,,,,,,,
Reuter,,m3L,,lower secondary molar tooth 3 occlusal surface length,FOVT:0001204,in FOVT,,,,,,,,,,,,
Reuter,,m3W,,lower secondary molar tooth 3 occlusal surface width,FOVT:0001199,in FOVT,,,,,,,,,,,,
Reuter,,p1L,,lower secondary premolar tooth 1 occlusal surface length,FOVT:0001226,in FOVT,,,,,,,,,,,,
Reuter,,p1W,,lower secondary premolar tooth 1 occlusal surface width,FOVT:0001220,in FOVT,,,,,,,,,,,,
Reuter,,p2L,,lower secondary premolar tooth 2 occlusal surface length,FOVT:0001240,in FOVT,,,,,,,,,,,,
Reuter,,p2W,,lower secondary premolar tooth 2 occlusal surface width,FOVT:0001233,in FOVT,,,,,,,,,,,,
Reuter,,p3L,,lower secondary premolar tooth 3 occlusal surface length,FOVT:0001254,in FOVT,,,,,,,,,,,,
Reuter,,p3W,,lower secondary premolar tooth 3 occlusal surface width,FOVT:0001247,in FOVT,,,,,,,,,,,,
Reuter,,p4L,,lower secondary premolar tooth 4 occlusal surface length,FOVT:0001268,in FOVT,,,,,,,,,,,,
Reuter,,p4W,,lower secondary premolar tooth 4 occlusal surface width,FOVT:0001261,in FOVT,,,,,,,,,,,,
Reuter,,M1L,,upper secondary molar tooth 1 occlusal surface length,FOVT:0001176,in FOVT,,,,,,,,,,,,
Reuter,,M1W,,upper secondary molar tooth 1 occlusal surface width,FOVT:0001169,in FOVT,,,,,,,,,,,,
Reuter,,M2L,,upper secondary molar tooth 2 occlusal surface length,FOVT:0001190,in FOVT,,,,,,,,,,,,
Reuter,,M2W,,upper secondary molar tooth 2 occlusal surface width,FOVT:0001183,in FOVT,,,,,,,,,,,,
Reuter,,P1L,,upper secondary premolar tooth 1 occlusal surface length,FOVT:0001225,in FOVT,,,,,,,,,,,,
Reuter,,P1W,,upper secondary premolar tooth 1 occlusal surface width,FOVT:0001218,in FOVT,,,,,,,,,,,,
Reuter,,P2L,,upper secondary premolar tooth 2 occlusal surface length,FOVT:0001238,in FOVT,,,,,,,,,,,,
Reuter,,P2W,,upper secondary premolar tooth 2 occlusal surface width,FOVT:0001231,in FOVT,,,,,,,,,,,,
Reuter,,P3L,,upper secondary premolar tooth 3 occlusal surface length,FOVT:0001252,in FOVT,,,,,,,,,,,,
Reuter,,P3W,,upper secondary premolar tooth 3 occlusal surface width,FOVT:0001245,in FOVT,,,,,,,,,,,,
Reuter,,P4L,,upper secondary premolar tooth 4 occlusal surface length,FOVT:0001266,in FOVT,,,,,,,,,,,,
Reuter,,P4W,,upper secondary premolar tooth 4 occlusal surface width,FOVT:0001259,in FOVT,,,,,,,,,,,,
Reuter,upper secondary canine length,CL,,,,,,,,,,,,,,,,
Reuter,upper secondary canine width,CW,,,,,,,,,,,,,,,,
Reuter,lower secondary canine length,cL,,,,,,,,,,,,,,,,
Reuter,lower secondary canine width,cW,,,,,,,,,,,,,,,,
Sebastian,L'Hereux y Borella 2011,metacarpo Bd,,,,,,,,,,,,,,,,
Sebastian,L'Hereux y Borella 2011,metacarpo Dd,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,falange 1ź GL,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,falange 1ź Bp,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,falange 1ź Bd,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,falange 1ź Dp,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,falange 1ź Dd,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,vertebra lumbar PL,,lumbar vertebra physiological length,FOVT:0001913,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,vertebra lumbar BFcr,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,vertebra lumbar HFcr,,lumbar vertebra cranial articular surface height,FOVT:0001915,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,metacarpo Dp,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,tibiotarso Bd,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,tibiotarso Dd,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,femur GL,,femur length from greater trochanter to lateral condyle,FOVT:0000006,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,femur Lm,,femur length from caput to medial condyle,FOVT:0000007,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,femur Bp,,femur proximal breadth,FOVT:0001024,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,femur Dp,,femur proximal depth,FOVT:0001030,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,femur SC,,femur diaphysis breadth,FOVT:0001027,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,femur Bd,,femur distal breadth,FOVT:0001029,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,femur Dd,,femur distal depth,FOVT:0001031,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,tarsometatarso GL,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,tarsometatarso Bp,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,tarsometatarso SC,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,tarsometatarso Bd,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,ulna GL,,ulna length,OBA:VT0004370,in OBA,,,,,,,,,,,,
Sebastian,von Dendriesch,ulna Dip,,ulna proximal depth,,,,,,,,,,,,,,
Sebastian,von Dendriesch,ulna Bp,,ulna proximal breadth,,,,,,,,,,,,,,
Sebastian,von Dendriesch,ulna SC,,ulna diaphysis breadth,,,,,,,,,,,,,,
Sebastian,von Dendriesch,ulna Did,,ulna distal depth,,,,,,,,,,,,,,
Sebastian,von Dendriesch,coxal DiA,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,tibia SD,,tibia diaphysis breadth,FOVT:0001008,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,tibia Bd,,tibia distal breadth,FOVT:0001004,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,tibia Dd,,tibia distal depth,FOVT:0001005,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,femur DC,,femur caput depth,FOVT:0001026,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,femur SD,,femur diaphysis breadth,FOVT:0001027,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,femur GLC,,femur length from caput to lateral condyle,FOVT:0001070,in FOVT,,,,,,,,,,,,
Sebastian,von Dendriesch,coxal lA,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,coxal LAR,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,coxal SH,,,,,,,,,,,,,,,,
Sebastian,von Dendriesch,coxal SB,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),length of the right upper tooth row,,upper tooth row on left side,,,,,,,,,,,,,,
Uhen,Gol'din (2007),length of the left upper tooth row,,upper tooth row on right side,,,,,,,,,,,,,,
Uhen,Gol'din (2007),condylobasal length,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),rostrum length,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),rostrum width at base,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),rostrum width at mid-length,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,premaxillary width at mid-length,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,maximum premaxillary width,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),length of left nasal,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),length of right nasal,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,width of nasals,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),facial region length,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),length of the prenarial region,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,antorbital notches to anterior border of nasals,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,antorbital notches to internal nares,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),length of the braincase (outer),,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),orbital width,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),cranial width at postorbital processes,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,orbit height,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,orbit width,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),orbit length,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,palatine length,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,nares width,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,left frontal width,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,right frontal width,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,breadth of the intertemporal constriction,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),parietal width,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),skull height,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,inter-nasal suture to apex of supraoccipital,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),bizygomatic width,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,supraoccipital apex to intercondylar notch,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),basioccipital length,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),occipital width,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),height of the foramen magnum,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),width of the foramen magnum,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),occipital condyle breadth,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),height of the left occipital condyle,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),height of the right occipital condyle,,,,,,,,,,,,,,,,
Uhen,,endocranial volume,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,periotic anteroposterior length,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,"pars cochlearis, internal margin to external margin",,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,length of the pars cochlearis,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,length of internal auditory meatus,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),"length, anterior apex to outer posterior prominence",,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,outer posterior prominence to sigmoid process apex,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,typanic bulla width,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,dorsoventral depth of involucrum,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,length of the posterior process of the periotic,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),length of left mandibular tooth row,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),length of right mandibular tooth row,,,,,,,,,,,,,,,,
Uhen,Fordyce 1994,length of the mandibular symphysis,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),maximum length of the left dentary,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),maximum length of the right dentary,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),maximum height of the left dentary,,,,,,,,,,,,,,,,
Uhen,Gol'din (2007),maximum height of the right dentary,,,,,,,,,,,,,,,,
Uhen,,number of left maxillary teeth,,,,,,,,,,,,,,,,
Uhen,,number of right maxillary teeth,,,,,,,,,,,,,,,,
Uhen,,number of left mandibular teeth,,,,,,,,,,,,,,,,
Uhen,,number of right mandibular teeth,,,,,,,,,,,,,,,,
Uhen,,number of upper incisors/side,,,,,,,,,,,,,,,,
Uhen,,number of upper canines/side,,,,,,,,,,,,,,,,
Uhen,,number of upper premolars/side,,,,,,,,,,,,,,,,
Uhen,,number of upper molars/side,,,,,,,,,,,,,,,,
Uhen,,number of lower incisors/side,,,,,,,,,,,,,,,,
Uhen,,number of lower canines/side,,,,,,,,,,,,,,,,
Uhen,,number of lower premolars/side,,,,,,,,,,,,,,,,
Uhen,,number of lower molars/side,,,,,,,,,,,,,,,,
vertnet,,total_length,,body length with tail,FOVT:0000001,in FOVT,,,,,,,,,,,,
vertnet,,body_mass,,body mass,OBA:VT0001259,in OBA,,,,,,,,,,,,
vertnet,,ear_length,,external ear length,OBA:0003426,in OBA,,,,,,,,,,,,
vertnet,,tragus_length,,ear length to tragus,FOVT:0001003,in FOVT,,,,,,,,,,,,
vertnet,,hind_foot_length,,pes length,OBA:1000049,in OBA,,,,,,,,,,,,
vertnet,,tail_length,,tail length,OBA:VT0002758,in OBA,,,,,,,,,,,,
vertnet,,placental_scar_count.1.left,,,,,,,,,,,,,,,,
vertnet,,placental_scar_count.1.right,,,,,,,,,,,,,,,,
vertnet,,embryo count male,,,,,,,,,,,,,,,,
vertnet,,embryo count female,,,,,,,,,,,,,,,,
vertnet,,embryo length,,,,,,,,,,,,,,,,
vertnet,,embryo count,,,,,,,,,,,,,,,,
vertnet,,ovaries_size.1.length,,ovary length,FOVT:0001062,in FOVT,,,,,,,,,,,,
vertnet,,ovaries_size.1.width,,,,,,,,,,,,,,,,
vertnet,,testes_size.1.width,,,,,,,,,,,,,,,,
vertnet,,testes_size.1.length,,testis length,FOVT:0001057,in FOVT,,,,,,,,,,,,
vertnet,,forearm_length,,forearm length,FOVT:0001379,in FOVT,,,,,,,,,,,,
Sykes,,"mandible Antero-posterior depth of external trochlea, medial condyle metapodial",mandible 1,,,,,,,,,,,,,,,
Sykes,,"metacarpal Antero-posterior depth of external trochlea, medial condyle metapodial",metacarpal 1,,,,,,,,,,,,,,,
Sykes,,"metatarsal Antero-posterior depth of external trochlea, medial condyle metapodial",metatarsal 1,,,,,,,,,,,,,,,
Sykes,,"radius Antero-posterior depth of external trochlea, medial condyle metapodial",radius 1,,,,,,,,,,,,,,,
Sykes,,"humerus Antero-posterior depth of external trochlea, medial condyle metapodial",humerus 1,,,,,,,,,,,,,,,
Sykes,,"scapula Antero-posterior depth of external trochlea, medial condyle metapodial",scapula 1,,,,,,,,,,,,,,,
Sykes,,mandible Breadth of M3,mandible 10b,molar tooth 3 occlusal surface width,FOVT:0001194,in FOVT,,,,,,,,,,,,
Sykes,,teeth Breadth of M3,teeth 10b,molar tooth 3 occlusal surface width,FOVT:0001194,in FOVT,,,,,,,,,,,,
Sykes,,mandible Length of M3,mandible 10l,molar tooth 3 occlusal surface length,FOVT:0001200,in FOVT,,,,,,,,,,,,
Sykes,,teeth Length of M3,teeth 10l,molar tooth 3 occlusal surface length,FOVT:0001200,in FOVT,,,,,,,,,,,,
Sykes,,mandible Length of diastema,mandible 11,diastema between central incisors length,FOVT:0001346,in FOVT,,,,,,,,,,,,
Sykes,,mandible Middle height vertical ramus,mandible 13,,,,,,,,,,,,,,,
Sykes,,mandible Oral height of vertical ramus,mandible 14,,,,,,,,,,,,,,,
Sykes,,mandible Height of the mandible in front of M1,mandible 15b,,,,,,,,,,,,,,,
Sykes,,mandible Height of the mandible in front of P2,mandible 15c,,,,,,,,,,,,,,,
Sykes,,antler Circumference of the burr,antler 39,,,,,,,,,,,,,,,
Sykes,,"metatarsal Antero-posterior depth of external trochlea, lateral condyle metapodial",metatarsal 4,,,,,,,,,,,,,,,
Sykes,,"metacarpal Antero-posterior depth of external trochlea, lateral condyle metapodial",metacarpal 4,,,,,,,,,,,,,,,
Sykes,,"astragalus Antero-posterior depth of external trochlea, lateral condyle metapodial",astragalus 4,,,,,,,,,,,,,,,
Sykes,,"humerus Antero-posterior depth of external trochlea, lateral condyle metapodial",humerus 4,,,,,,,,,,,,,,,
Sykes,,"scapula Antero-posterior depth of external trochlea, lateral condyle metapodial",scapula 4,,,,,,,,,,,,,,,
Sykes,,"mandible Antero-posterior depth of external trochlea, lateral condyle metapodial",mandible 4,,,,,,,,,,,,,,,
Sykes,,antler Proximal circumference of the burr,antler 40,,,,,,,,,,,,,,,
Sykes,,antler Distal circumference of the burr,antler 41,,,,,,,,,,,,,,,
Sykes,,antler Length of the exteriro of the brow tine,antler 42,,,,,,,,,,,,,,,
Sykes,,antler Proximal-distal width of the beam,antler 43,,,,,,,,,,,,,,,
Sykes,,antler Medial-lateral width of the beam,antler 44,,,,,,,,,,,,,,,
Sykes,,mandible Length of checktooth row,mandible 7,,,,,,,,,,,,,,,
Sykes,,mandible Length of molar row,mandible 8,lower molar tooth row length,FOVT:0001299,in FOVT,,,,,,,,,,,,
Sykes,,maxilla Length of molar row,maxilla 8,upper molar tooth row length,FOVT:0001300,in FOVT,,,,,,,,,,,,
Sykes,,mandible Length of premolar row,mandible 9,lower premolar tooth row length,FOVT:0001298,in FOVT,,,,,,,,,,,,
Sykes,,maxilla Length of premolar row,maxilla 9,upper premolar tooth row length,FOVT:0001297,in FOVT,,,,,,,,,,,,
Sykes,,metacarpal NA,metacarpal B.F,,,,,,,,,,,,,,,
Sykes,,metatarsal NA,metatarsal B.F,,,,,,,,,,,,,,,
Sykes,,radius Greatest breadth of distal end,radius Bd,radius distal breadth,FOVT:0001132,in FOVT,,,,,,,,,,,,
Sykes,,metatarsal Greatest breadth of distal end,metatarsal Bd,,,,,,,,,,,,,,,
Sykes,,metacarpal Greatest breadth of distal end,metacarpal Bd,,,,,,,,,,,,,,,
Sykes,,astragalus Greatest breadth of distal end,astragalus Bd,astragalus distal breadth,FOVT:0001044,in FOVT,,,,,,,,,,,,
Sykes,,femur Greatest breadth of distal end,femur Bd,femur distal breadth,FOVT:0001029,in FOVT,,,,,,,,,,,,
Sykes,,tibia Greatest breadth of distal end,tibia Bd,tibia distal breadth,FOVT:0001004,in FOVT,,,,,,,,,,,,
Sykes,,humerus Greatest breadth of distal end,humerus Bd,humerus distal breadth,FOVT:0001039,in FOVT,,,,,,,,,,,,
Sykes,,phalanx 1 Greatest breadth of distal end,phalanx 1 Bd,,,,,,,,,,,,,,,
Sykes,,phalanx 2 Greatest breadth of distal end,phalanx 2 Bd,,,,,,,,,,,,,,,
Sykes,,antler Greatest breadth of distal end,antler Bd,,,,,,,,,,,,,,,
Sykes,,calcaneus Greatest breadth of distal end,calcaneus Bd,calcaneus distal breadth,FOVT:0000023,in FOVT,,,,,,,,,,,,
Sykes,,metapodial Greatest breadth of distal end,metapodial Bd,,,,,,,,,,,,,,,
Sykes,,atlas Greatest breadth of facies articularis caudalis,atlas Bfcd,,,,,,,,,,,,,,,
Sykes,,axis Greatest breadth of facies articularis caudalis,axis Bfcd,,,,,,,,,,,,,,,
Sykes,,metacarpal Greatest breadth of facies articularis caudalis,metacarpal Bfcd,,,,Y,,,,,,,,,,,
Sykes,,atlas Greatest breadth of facies articularis cranialis,atlas Bfcr,,,,,,,,,,,,,,,
Sykes,,axis Greatest breadth of facies articularis cranialis,axis Bfcr,,,,,,,,,,,,,,,
Sykes,,tibia Greatest breadth of facies articularis distalis,tibia BFd,,,,,,,,,,,,,,,
Sykes,,radius Greatest breadth of facies articularis distalis,radius BFd,radius distal articular breadth,FOVT:0001130,in FOVT,,,,,,,,,,,,
Sykes,,humerus Greatest breadth of facies articularis distalis,humerus BFd,,,,,,,,,,,,,,,
Sykes,,metacarpal Greatest breadth of facies articularis distalis,metacarpal BFd,,,,,,,,,,,,,,,
Sykes,,metatarsal Greatest breadth of facies articularis distalis,metatarsal BFd,,,,,,,,,,,,,,,
Sykes,,phalanx 1 Greatest breadth of facies articularis distalis,phalanx 1 BFd,,,,,,,,,,,,,,,
Sykes,,metatarsal Breadth of lateral condyle metapodial,metatarsal BFdl,,,,,,,,,,,,,,,
Sykes,,metacarpal Breadth of lateral condyle metapodial,metacarpal BFdl,,,,,,,,,,,,,,,
Sykes,,metacarpal Breadth of medial condyle metapodial,metacarpal BFdm,,,,,,,,,,,,,,,
